# name, t50, t90, fluence, fluence_batse, flux_256, flux_batse_1024, pflx_best_fitting_model, pflx_best_model_redchisq
GRB140311453, 7.04, 14.912, 3.70E-06, 1.34E-06, 4.9358, 1.118, pflx_plaw, 1.08
GRB091202219, 40.449, 111.106, 6.80E-06, 3.47E-06, 3.9791, 1.1152, pflx_plaw, 0.857
GRB130115716, 5.888, 13.568, 2.72E-06, 1.70E-06, 4.1413, 1.1128, pflx_comp, 0.995
GRB080803772, 11.072, 26.24, 4.39E-06, 2.66E-06, 2.2598, 1.1118, pflx_plaw, 1.208
GRB111011094, 0.192, 1.472, 4.20E-07, 2.32E-07, 8.8834, 1.1118, pflx_comp, 1.103
GRB130502743, 2.304, 3.328, 6.27E-07, 3.64E-07, 6.3285, 1.1104, pflx_plaw, 1.195
GRB141112828, 10.492, 63.745, 2.10E-06, 9.73E-07, 4.6159, 1.1096, pflx_plaw, 1.061
GRB110706477, 16.64, 73.217, 6.72E-06, 4.06E-06, 3.8037, 1.1074, pflx_comp, 1.014
GRB090908341, 15.872, 36.864, 2.60E-06, 1.25E-06, 3.2818, 1.107, pflx_plaw, 0.925
GRB140605377, 0.128, 0.512, 8.03E-07, 2.57E-07, 7.4013, 1.1064, pflx_comp, 1.146
GRB150404733, 1.408, 4.864, 6.11E-07, 3.38E-07, 3.9618, 1.1061, pflx_plaw, 0.902
GRB090829702, 31.232, 101.633, 4.81E-06, 2.67E-06, 3.2339, 1.1025, pflx_comp, 0.972
GRB110930564, 15.616, 37.889, 6.23E-06, 3.38E-06, 4.6301, 1.1018, pflx_plaw, 1.119
GRB150506630, 0.256, 0.512, 3.97E-07, 1.84E-07, 7.6314, 1.1018, pflx_comp, 0.847
GRB110204179, 5.888, 28.672, 3.10E-06, 1.91E-06, 4.1324, 1.1012, pflx_plaw, 1.011
GRB140511095, 0.256, 1.408, 3.71E-07, 2.31E-07, 7.4895, 1.1012, pflx_comp, 1.118
GRB090509215, 245.763, 283.844, 5.42E-06, 3.22E-06, 2.7871, 1.0999, pflx_plaw, 1.143
GRB150629564, 0.192, 1.92, 3.69E-07, 2.44E-07, 5.9539, 1.0997, pflx_plaw, 1.027
GRB150922883, 1.28, 2.816, 6.48E-07, 3.68E-07, 3.8271, 1.0928, pflx_plaw, 0.953
GRB100714672, 15.36, 35.584, 3.25E-06, 1.78E-06, 8.3793, 1.0919, pflx_plaw, 1.137
GRB131128629, 0.832, 1.984, 5.70E-07, 2.91E-07, 4.7457, 1.0885, pflx_plaw, 1.03
GRB120909070, 68.865, 112.066, 9.85E-06, 5.17E-06, 3.8263, 1.0859, pflx_plaw, 1.048
GRB090513916, 11.008, 25.28, 4.94E-06, 2.68E-06, 3.5336, 1.0779, pflx_plaw, 1.057
GRB120911298, 7.936, 22.016, 2.34E-06, 1.22E-06, 5.7633, 1.0769, pflx_plaw, 1.077
GRB151014592, 21.504, 34.304, 2.89E-06, 1.62E-06, 3.5023, 1.075, pflx_plaw, 1.073
GRB100510810, 10.368, 31.169, 3.72E-06, 1.86E-06, 6.2339, 1.0722, pflx_plaw, 1.126
GRB140825980, 7.936, 16.384, 9.95E-07, 5.64E-07, 3.0579, 1.0689, pflx_plaw, 1.041
GRB091230712, 7.424, 35.137, 2.58E-06, 1.50E-06, 3.5386, 1.067, pflx_plaw, 1.015
GRB090908314, 50.433, 67.329, 3.85E-06, 1.92E-06, 3.917, 1.0668, pflx_plaw, 0.997
GRB081024891, 0.384, 0.64, 3.55E-07, 2.07E-07, 3.4528, 1.0654, pflx_plaw, 0.976
GRB151001628, 6.4, 23.552, 2.67E-06, 1.49E-06, 2.596, 1.0651, pflx_plaw, 0.975
GRB150805746, 0.576, 1.408, 3.82E-07, 2.01E-07, 5.8218, 1.0635, pflx_plaw, 0.964
GRB090620901, 0.448, 0.96, 4.31E-07, 2.32E-07, 2.7842, 1.0623, pflx_plaw, 1.022
GRB110812899, 3.072, 11.264, 1.17E-06, 6.15E-07, 5.1447, 1.062, pflx_comp, 1.045
GRB100819498, 5.376, 12.544, 3.32E-06, 1.81E-06, 3.1963, 1.0618, pflx_plaw, 0.984
GRB120520949, 3.456, 5.76, 4.41E-07, 4.41E-07, 1.3163, 1.06, pflx_plaw, 0.961
GRB160104918, 9.216, 44.288, 2.73E-06, 1.46E-06, 4.2222, 1.0579, pflx_plaw, 0.998
GRB090531775, 0.384, 0.768, 3.18E-07, 1.60E-07, 4.0217, 1.0562, pflx_plaw, 1.157
GRB150727793, 21.504, 49.409, 4.42E-06, 2.51E-06, 2.9814, 1.0544, pflx_plaw, 0.996
GRB080717543, 13.056, 36.608, 4.46E-06, 2.37E-06, 3.4268, 1.0531, pflx_plaw, 0.913
GRB141013803, 35.584, 82.432, 8.81E-06, 4.83E-06, 3.4179, 1.053, pflx_plaw, 0.897
GRB090701225, 1.344, 4.16, 4.42E-07, 2.32E-07, 4.5404, 1.0496, pflx_plaw, 0.935
GRB110728056, 0.576, 0.704, 3.27E-07, 1.69E-07, 3.1857, 1.0476, pflx_plaw, 0.999
GRB090522344, 5.184, 20.288, 2.13E-06, 8.84E-07, 4.1786, 1.0462, pflx_comp, 1.042
GRB150418819, 1.28, 3.84, 6.41E-07, 3.15E-07, 6.5765, 1.0457, pflx_plaw, 0.932
GRB150527283, 4.096, 20.736, 2.60E-06, 1.40E-06, 2.5494, 1.0406, pflx_comp, 1.016
GRB160323293, 4.608, 20.736, 1.10E-06, 5.73E-07, 5.8987, 1.0406, pflx_plaw, 1.05
GRB081226044, 0.32, 0.832, 4.30E-07, 2.07E-07, 5.3174, 1.0389, pflx_plaw, 1.012
GRB120412055, 3.584, 9.728, 1.25E-06, 6.81E-07, 2.7807, 1.0384, pflx_plaw, 0.97
GRB160416022, 12.288, 26.621, 5.07E-06, 2.61E-06, 6.953, 1.0381, pflx_plaw, 1.13
GRB130906435, 1.28, 8.192, 8.24E-07, 4.60E-07, 3.1444, 1.0346, pflx_comp, 1.049
GRB130708488, 4.608, 14.077, 2.53E-06, 1.45E-06, 4.5056, 1.0335, pflx_plaw, 1.1
GRB110227229, 8.192, 18.432, 2.40E-06, 1.10E-06, 5.2882, 1.0324, pflx_plaw, 1.09
GRB150906944, 0.032, 0.32, 4.35E-07, 1.85E-07, 6.7366, 1.0323, pflx_comp, 1.145
GRB090621185, 31.744, 106.754, 1.08E-05, 5.42E-06, 4.5184, 1.031, pflx_plaw, 1.071
GRB160411062, 0.288, 0.672, 2.25E-07, 1.38E-07, 4.8012, 1.0302, pflx_plaw, 1.012
GRB120908938, 32.193, 66.945, 5.16E-06, 3.30E-06, 3.554, 1.0298, pflx_plaw, 1.022
GRB090725838, 8.448, 13.76, 2.36E-06, 1.29E-06, 4.7985, 1.0287, pflx_plaw, 0.961
GRB110107886, 81.665, 183.555, 1.32E-05, 7.07E-06, 4.0968, 1.0278, pflx_plaw, 1.046
GRB081003644, 17.408, 50.177, 9.00E-06, 3.49E-06, 4.2869, 1.0275, pflx_plaw, 0.97
GRB140322424, 4.096, 10.496, 2.01E-06, 8.43E-07, 6.1382, 1.026, pflx_plaw, 1.038
GRB100326294, 3.584, 5.632, 3.82E-07, 2.43E-07, 3.8009, 1.025, pflx_plaw, 1.158
GRB100517243, 10.816, 29.633, 2.69E-06, 1.17E-06, 5.3411, 1.0221, pflx_plaw, 0.966
GRB090519462, 31.936, 91.329, 4.38E-06, 2.12E-06, 4.3697, 1.0212, pflx_plaw, 1.102
GRB101031625, 0.192, 0.384, 2.22E-07, 1.51E-07, 7.5671, 1.0186, pflx_comp, 0.974
GRB130507545, 22.016, 60.16, 4.27E-06, 2.42E-06, 3.6733, 1.0168, pflx_plaw, 0.958
GRB150120685, 29.184, 56.832, 1.95E-06, 1.01E-06, 3.0673, 1.0096, pflx_plaw, 1.001
GRB100614498, 72.193, 172.291, 1.96E-05, 8.92E-06, 6.4419, 1.0088, pflx_comp, 1.126
GRB130813791, 3.328, 11.264, 1.23E-06, 6.68E-07, 5.3499, 1.008, pflx_plaw, 0.877
GRB121008424, 2.304, 3.456, 3.92E-07, 2.39E-07, 3.8689, 1.0078, pflx_plaw, 1.015
GRB130528503, 20.736, 66.304, 3.33E-06, 1.88E-06, 3.9398, 1.0078, pflx_comp, 0.985
GRB090309767, 8.896, 56.513, 4.42E-06, 2.28E-06, 4.4457, 1.0021, pflx_plaw, 0.988
GRB120619884, 0.384, 0.96, 4.24E-07, 2.24E-07, 3.3796, 1.0019, pflx_comp, 0.981
GRB090528173, 17.408, 35.905, 6.56E-06, 2.78E-06, 5.5421, 1.0002, pflx_plaw, 1.05
GRB090331681, 0.704, 0.832, 3.45E-07, 1.73E-07, 4.0119, 1, pflx_plaw, 1.005
GRB151129333, 23.04, 52.224, 3.95E-06, 2.23E-06, 3.0824, 0.9999, pflx_plaw, 1.065
GRB140612294, 11.008, 38.913, 4.10E-06, 2.40E-06, 3.302, 0.9963, pflx_plaw, 1.09
GRB141003788, 3.072, 7.424, 1.34E-06, 8.31E-07, 4.1192, 0.9931, pflx_plaw, 0.995
GRB120604220, 4.352, 10.496, 1.23E-06, 7.14E-07, 5.9024, 0.9931, pflx_plaw, 0.963
GRB090319622, 25.6, 54.785, 6.03E-06, 3.49E-06, 4.3741, 0.9923, pflx_comp, 1.146
GRB090320801, 10.24, 29.184, 1.67E-06, 8.84E-07, 4.9802, 0.9904, pflx_plaw, 1.059
GRB100117879, 0.064, 0.256, 4.23E-07, 1.98E-07, 5.7591, 0.9892, pflx_plaw, 0.87
GRB140304557, 10.24, 31.232, 2.43E-06, 1.45E-06, 3.2881, 0.9886, pflx_plaw, 0.964
GRB111010660, 4.864, 8.704, 8.71E-07, 4.80E-07, 4.5603, 0.984, pflx_plaw, 0.965
GRB130611538, 22.784, 66.816, 7.44E-06, 4.02E-06, 2.6993, 0.9839, pflx_plaw, 1.082
GRB140701567, 8.704, 25.088, 2.65E-06, 1.61E-06, 2.7646, 0.9836, pflx_plaw, 0.928
GRB131119781, 20.224, 34.816, 1.85E-06, 1.11E-06, 3.3146, 0.983, pflx_plaw, 0.964
GRB150912443, 8.704, 33.537, 3.43E-06, 1.90E-06, 3.4411, 0.9817, pflx_plaw, 1.078
GRB090616157, 0.512, 1.152, 4.13E-07, 2.03E-07, 3.552, 0.9812, pflx_plaw, 0.981
GRB090327404, 5.888, 14.08, 2.82E-06, 1.57E-06, 3.6601, 0.9791, pflx_plaw, 1.024
GRB150425617, 2.56, 4.352, 8.05E-07, 5.45E-07, 2.3368, 0.9762, pflx_plaw, 0.977
GRB121027038, 93.442, 166.915, 7.39E-06, 4.40E-06, 4.7381, 0.9745, pflx_plaw, 0.994
GRB101117496, 24.064, 50.177, 8.24E-06, 4.87E-06, 4.1305, 0.9728, pflx_sbpl, 1.325
GRB131230529, 1.536, 3.072, 5.91E-07, 3.24E-07, 3.5225, 0.9692, pflx_plaw, 1.149
GRB090107681, 9.212, 18.432, 2.90E-06, 1.71E-06, 5.0336, 0.9685, pflx_plaw, 0.946
GRB140211091, 1.024, 3.456, 7.37E-07, 4.18E-07, 5.4188, 0.9665, pflx_plaw, 1.031
GRB130627372, 8.96, 35.84, 1.58E-06, 8.93E-07, 4.2169, 0.9658, pflx_plaw, 1.06
GRB101220576, 22.528, 72.449, 9.60E-06, 5.68E-06, 5.0073, 0.9652, pflx_comp, 1.058
GRB100212588, 0.768, 2.496, 3.46E-07, 2.06E-07, 3.5517, 0.961, pflx_plaw, 1.007
GRB121004211, 0.768, 1.536, 3.79E-07, 2.23E-07, 4.674, 0.9608, pflx_plaw, 1.081
GRB100210101, 5.632, 29.184, 2.11E-06, 1.21E-06, 3.5528, 0.9605, pflx_plaw, 1.07
GRB131123543, 1.088, 3.136, 4.08E-07, 2.43E-07, 4.6153, 0.9599, pflx_comp, 0.878
GRB120227391, 12.032, 19.712, 3.74E-06, 1.91E-06, 6.4382, 0.9595, pflx_plaw, 1.041
GRB100719311, 0.512, 1.6, 3.87E-07, 2.07E-07, 2.557, 0.9548, pflx_plaw, 0.978
GRB081226509, 0.128, 0.192, 3.44E-07, 1.93E-07, 5.6011, 0.9517, pflx_plaw, 1.1
GRB090915650, 25.792, 76.609, 2.99E-06, 1.72E-06, 3.5846, 0.9515, pflx_plaw, 1.086
GRB160406023, 9.472, 23.04, 3.01E-06, 1.34E-06, 6.3227, 0.951, pflx_plaw, 1.079
GRB150923995, 8.704, 17.152, 8.33E-07, 4.59E-07, 2.483, 0.9505, pflx_plaw, 0.923
GRB150424403, 13.824, 36.096, 3.85E-06, 1.96E-06, 4.8147, 0.9499, pflx_plaw, 0.981
GRB130919985, 7.936, 17.408, 3.36E-06, 1.50E-06, 2.7247, 0.9484, pflx_plaw, 1.06
GRB091107635, 2.048, 11.008, 9.33E-07, 5.37E-07, 4.434, 0.9463, pflx_plaw, 1.028
GRB150523690, 43.521, 114.69, 5.73E-06, 3.08E-06, 5.3968, 0.9461, pflx_plaw, 0.907
GRB140327065, 3.84, 11.52, 8.79E-07, 4.97E-07, 3.126, 0.9456, pflx_plaw, 0.983
GRB130510877, 9.728, 29.44, 3.21E-06, 1.68E-06, 4.9274, 0.9452, pflx_plaw, 1.143
GRB100429999, 6.656, 25.024, 2.78E-06, 1.69E-06, 2.7896, 0.9449, pflx_plaw, 1.083
GRB110206202, 4.864, 12.288, 7.90E-07, 4.49E-07, 3.5112, 0.9444, pflx_plaw, 1.029
GRB100506653, 6.976, 21.376, 2.42E-06, 1.41E-06, 3.4013, 0.9427, pflx_plaw, 0.906
GRB110410133, 32.256, 61.952, 6.41E-06, 3.61E-06, 4.1988, 0.9416, pflx_plaw, 0.985
GRB100326402, 36.865, 171.011, 1.18E-05, 6.18E-06, 4.4832, 0.9411, pflx_plaw, 1.04
GRB110319815, 15.36, 31.232, 2.49E-06, 1.39E-06, 5.1747, 0.9405, pflx_plaw, 1.001
GRB130106829, 7.42, 11.264, 1.59E-06, 9.85E-07, 3.8272, 0.9388, pflx_plaw, 1.15
GRB091005679, 3.136, 6.976, 1.41E-06, 7.91E-07, 3.0382, 0.9384, pflx_plaw, 1.037
GRB121217313, 736.512, 828.672, 6.77E-06, 3.67E-06, 3.7984, 0.9376, pflx_plaw, 1.081
GRB140311885, 27.648, 72.193, 7.02E-06, 4.00E-06, 4.0471, 0.9359, pflx_plaw, 0.867
GRB121104627, 20.224, 59.137, 4.45E-06, 2.56E-06, 3.5507, 0.9354, pflx_plaw, 1.178
GRB121122564, 3.072, 8.704, 8.15E-07, 3.89E-07, 5.388, 0.9325, pflx_plaw, 0.952
GRB090120627, 1.024, 1.856, 7.68E-07, 3.82E-07, 2.92, 0.9299, pflx_plaw, 0.879
GRB121221916, 14.336, 38.913, 5.04E-06, 2.65E-06, 4.5131, 0.9297, pflx_plaw, 0.926
GRB151228949, 12.288, 28.672, 3.78E-06, 1.99E-06, 14.0351, 0.9281, pflx_plaw, 0.976
GRB091024380, 100.61, 450.569, 2.55E-05, 1.47E-05, 4.3456, 0.9277, pflx_plaw, 1.066
GRB081204517, 0.128, 0.192, 3.11E-07, 1.75E-07, 6.6596, 0.9262, pflx_comp, 0.949
GRB140710537, 0.192, 0.384, 3.83E-07, 2.10E-07, 4.3268, 0.9253, pflx_plaw, 0.899
GRB130615398, 5.888, 21.76, 2.74E-06, 1.51E-06, 3.6623, 0.9228, pflx_plaw, 1.017
GRB141230834, 14.08, 28.928, 3.16E-06, 1.77E-06, 3.4935, 0.9223, pflx_plaw, 1.029
GRB100207665, 8.192, 15.36, 2.08E-06, 1.26E-06, 3.1572, 0.9214, pflx_plaw, 0.99
GRB100517132, 9.856, 19.84, 1.27E-06, 6.86E-07, 2.3841, 0.92, pflx_plaw, 1.003
GRB081008832, 110.338, 150.015, 1.03E-05, 4.73E-06, 3.4508, 0.9196, pflx_plaw, 1.02
GRB090805622, 20.48, 46.592, 5.79E-06, 2.50E-06, 5.8736, 0.9177, pflx_plaw, 1.075
GRB080725541, 0.316, 0.96, 4.92E-07, 2.57E-07, 5.1284, 0.9176, pflx_plaw, 0.847
GRB110605780, 0.768, 1.536, 4.39E-07, 3.16E-07, 3.585, 0.9171, pflx_plaw, 0.936
GRB090621922, 0.128, 0.384, 4.76E-07, 1.97E-07, 5.5771, 0.9166, pflx_comp, 0.984
GRB081102739, 17.152, 34.816, 3.76E-06, 2.28E-06, 3.6379, 0.9163, pflx_plaw, 1.032
GRB110709862, 2.304, 5.376, 7.97E-07, 4.29E-07, 4.8475, 0.9138, pflx_plaw, 0.868
GRB090920035, 12.8, 26.624, 3.74E-06, 1.75E-06, 5.9201, 0.9135, pflx_plaw, 0.906
GRB101224614, 8.448, 25.601, 2.61E-06, 1.32E-06, 4.5379, 0.9126, pflx_plaw, 0.938
GRB150412931, 0.256, 0.64, 4.15E-07, 2.24E-07, 3.9634, 0.9124, pflx_plaw, 1.132
GRB120524134, 0.256, 0.704, 2.53E-07, 1.27E-07, 13.2005, 0.9114, pflx_plaw, 0.788
GRB090207777, 7.424, 24.832, 2.41E-06, 1.43E-06, 3.3808, 0.9093, pflx_plaw, 1.001
GRB100905907, 3.584, 11.52, 1.85E-06, 1.11E-06, 3.9326, 0.9088, pflx_plaw, 1.074
GRB091002685, 0.64, 2.752, 3.37E-07, 1.63E-07, 3.2793, 0.9086, pflx_plaw, 1.012
GRB120122300, 5.632, 16.701, 2.60E-06, 1.55E-06, 3.5262, 0.9065, pflx_plaw, 0.969
GRB100717372, 0.832, 5.952, 4.26E-07, 2.32E-07, 5.0909, 0.9045, pflx_comp, 1.004
GRB090108322, 0.128, 0.192, 5.36E-07, 1.83E-07, 7.1635, 0.9039, pflx_plaw, 1.182
GRB130819394, 36.608, 82.689, 8.68E-06, 4.84E-06, 3.6096, 0.9029, pflx_plaw, 1.081
GRB110921577, 17.92, 40.705, 3.36E-06, 1.89E-06, 3.0933, 0.901, pflx_plaw, 1.02
GRB110722710, 4.348, 14.336, 1.80E-06, 9.83E-07, 4.1583, 0.899, pflx_plaw, 0.9
GRB110125894, 1.856, 4.8, 8.63E-07, 3.90E-07, 6.0869, 0.8982, pflx_plaw, 1.043
GRB141229911, 27.904, 91.392, 4.22E-06, 2.11E-06, 3.6992, 0.8968, pflx_plaw, 0.996
GRB081012549, 6.912, 30.721, 4.51E-06, 1.80E-06, 2.6193, 0.8964, pflx_plaw, 0.951
GRB120710100, 94.72, 131.84, 5.34E-06, 2.71E-06, 4.6353, 0.8956, pflx_plaw, 0.964
GRB140216331, 1.216, 2.432, 9.74E-07, 2.84E-07, 2.8446, 0.8948, pflx_comp, 0.982
GRB140405033, 12.288, 39.936, 2.60E-06, 1.46E-06, 3.1305, 0.8947, pflx_plaw, 0.947
GRB081206275, 10.752, 24.576, 3.86E-06, 2.52E-06, 3.1206, 0.8872, pflx_plaw, 1.109
GRB081012045, 0.512, 1.216, 2.29E-07, 1.33E-07, 4.6912, 0.8863, pflx_plaw, 1.095
GRB140828288, 8.192, 23.552, 3.76E-06, 1.88E-06, 4.661, 0.8849, pflx_plaw, 0.919
GRB100911816, 2.304, 5.632, 8.68E-07, 4.37E-07, 3.1373, 0.8831, pflx_plaw, 1.013
GRB120203812, 2.56, 10.24, 1.10E-06, 6.26E-07, 5.1463, 0.8827, pflx_plaw, 1.024
GRB140508629, 24.32, 50.433, 2.61E-06, 1.38E-06, 2.16, 0.8812, pflx_plaw, 1.076
GRB150830128, 18.432, 44.801, 4.13E-06, 2.03E-06, 4.4796, 0.8808, pflx_plaw, 0.959
GRB141026742, 1.152, 2.56, 3.97E-07, 2.25E-07, 3.6183, 0.8806, pflx_plaw, 0.793
GRB150703149, 18.944, 50.176, 5.02E-06, 2.63E-06, 4.1492, 0.8781, pflx_plaw, 1.03
GRB150928359, 9.728, 53.504, 3.55E-06, 1.91E-06, 3.8788, 0.8776, pflx_plaw, 1.047
GRB151026523, 39.68, 63.232, 4.32E-06, 2.30E-06, 3.4313, 0.8757, pflx_plaw, 1.079
GRB101116481, 0.384, 0.576, 3.04E-07, 1.55E-07, 4.2607, 0.8755, pflx_plaw, 0.872
GRB150827785, 4.352, 10.496, 1.68E-06, 1.05E-06, 2.6458, 0.8735, pflx_plaw, 1.043
GRB120429003, 0.64, 1.664, 2.79E-07, 1.59E-07, 4.0672, 0.8735, pflx_plaw, 0.99
GRB131014513, 4.096, 30.208, 1.95E-06, 1.13E-06, 4.8715, 0.8731, pflx_plaw, 1.01
GRB101107011, 332.805, 375.814, 7.26E-06, 3.51E-06, 4.1203, 0.873, pflx_plaw, 0.921
GRB100717446, 0.768, 2.432, 3.33E-07, 1.78E-07, 3.7811, 0.8722, pflx_plaw, 0.968
GRB100608382, 14.848, 30.208, 1.70E-06, 9.22E-07, 2.932, 0.8692, pflx_plaw, 0.985
GRB150802207, 5.632, 9.984, 1.90E-06, 1.04E-06, 4.12, 0.8688, pflx_plaw, 0.913
GRB101214993, 5.373, 11.52, 1.09E-06, 5.83E-07, 3.5533, 0.8664, pflx_plaw, 0.999
GRB140709637, 94.208, 156.416, 7.36E-06, 4.21E-06, 2.6951, 0.8662, pflx_plaw, 1.06
GRB140630505, 33.025, 63.745, 7.63E-06, 4.42E-06, 3.1306, 0.8658, pflx_plaw, 0.987
GRB090520832, 0.256, 0.768, 2.32E-07, 1.61E-07, 3.8266, 0.8653, pflx_plaw, 0.975
GRB091017861, 0.96, 2.624, 4.50E-07, 2.38E-07, 3.8856, 0.8639, pflx_plaw, 1.016
GRB140106345, 12.032, 33.024, 2.46E-06, 1.34E-06, 3.2619, 0.8628, pflx_plaw, 0.983
GRB141102779, 6.144, 25.088, 8.44E-07, 4.61E-07, 2.6392, 0.8627, pflx_plaw, 0.913
GRB150204272, 3.84, 11.008, 1.94E-06, 9.85E-07, 3.8187, 0.8621, pflx_plaw, 0.971
GRB110112934, 0.32, 2.304, 4.05E-07, 1.84E-07, 6.0491, 0.8589, pflx_plaw, 0.967
GRB120222119, 9.728, 29.44, 2.45E-06, 1.38E-06, 3.1604, 0.8582, pflx_plaw, 0.875
GRB131006840, 17.408, 41.984, 1.84E-06, 9.40E-07, 2.9135, 0.8574, pflx_plaw, 1.179
GRB130418844, 99.328, 169.472, 5.98E-06, 2.87E-06, 5.5599, 0.855, pflx_plaw, 1.074
GRB091202072, 10.24, 27.648, 1.67E-06, 8.76E-07, 3.4552, 0.8537, pflx_plaw, 1.002
GRB101104810, 0.768, 1.28, 8.93E-07, 4.21E-07, 4.0231, 0.8524, pflx_plaw, 1.111
GRB150723608, 16.128, 33.024, 2.45E-06, 1.27E-06, 4.4301, 0.8521, pflx_plaw, 0.946
GRB090802666, 11.968, 27.52, 2.77E-06, 1.45E-06, 6.2708, 0.8521, pflx_plaw, 1.046
GRB101112984, 55.808, 82.944, 8.57E-06, 4.49E-06, 4.1238, 0.8516, pflx_plaw, 1.091
GRB090810781, 19.712, 62.977, 5.15E-06, 2.47E-06, 4.3827, 0.8514, pflx_plaw, 0.953
GRB100205490, 3.584, 14.848, 1.36E-06, 7.95E-07, 3.6055, 0.8505, pflx_plaw, 1.016
GRB110209165, 2.432, 5.632, 6.73E-07, 4.26E-07, 3.1877, 0.8475, pflx_plaw, 1.117
GRB101004426, 93.698, 161.027, 9.03E-06, 4.77E-06, 4.0818, 0.8465, pflx_plaw, 1.003
GRB110117626, 24.576, 43.264, 3.03E-06, 1.29E-06, 3.5981, 0.8436, pflx_comp, 1.077
GRB100101988, 0.832, 1.984, 1.87E-06, 3.75E-07, 2.805, 0.8429, pflx_plaw, 0.978
GRB150303516, 3.84, 4.864, 6.25E-07, 2.90E-07, 5.0926, 0.8428, pflx_plaw, 0.894
GRB090304216, 2.048, 2.816, 8.99E-07, 4.80E-07, 2.7352, 0.8407, pflx_plaw, 1.051
GRB110717180, 0.032, 0.112, 2.51E-07, 1.43E-07, 5.9769, 0.8405, pflx_comp, 0.919
GRB140519043, 13.824, 47.616, 3.92E-06, 2.15E-06, 3.7278, 0.8389, pflx_plaw, 1.117
GRB150227702, 5.888, 17.408, 2.46E-06, 1.24E-06, 4.625, 0.8382, pflx_plaw, 1.047
GRB131110373, 12.8, 27.328, 3.27E-06, 2.10E-06, 2.9462, 0.8371, pflx_plaw, 1.02
GRB090717111, 0.192, 0.384, 3.08E-07, 1.57E-07, 3.19, 0.8366, pflx_plaw, 1.122
GRB100805300, 0.064, 0.064, 2.04E-07, 1.11E-07, 5.6542, 0.8337, pflx_plaw, 0.999
GRB080928628, 8.704, 14.336, 1.17E-06, 5.97E-07, 5.0982, 0.8331, pflx_plaw, 1.088
GRB150715136, 0.192, 0.384, 5.26E-07, 1.86E-07, 3.9292, 0.8331, pflx_plaw, 1.171
GRB140223495, 4.352, 17.408, 1.98E-06, 1.17E-06, 2.7639, 0.8306, pflx_plaw, 0.849
GRB150603823, 60.416, 102.144, 4.71E-06, 2.57E-06, 3.638, 0.8286, pflx_plaw, 1
GRB101008697, 3.072, 8.96, 1.35E-06, 7.34E-07, 4.3063, 0.8278, pflx_plaw, 0.979
GRB150716552, 16.128, 32.768, 1.09E-06, 6.11E-07, 2.3919, 0.8278, pflx_plaw, 1.017
GRB100307928, 6.4, 16.128, 1.54E-06, 7.13E-07, 3.6044, 0.8255, pflx_plaw, 0.984
GRB130623488, 13.312, 22.272, 2.46E-06, 1.10E-06, 6.8302, 0.8249, pflx_plaw, 1.142
GRB140328560, 2.24, 4.16, 7.47E-07, 4.05E-07, 2.9672, 0.8237, pflx_plaw, 0.932
GRB150912600, 0.128, 0.32, 2.94E-07, 1.64E-07, 4.3077, 0.822, pflx_plaw, 1.071
GRB080812889, 7.488, 15.04, 2.45E-06, 1.57E-06, 2.9034, 0.8218, pflx_plaw, 0.991
GRB101214748, 0.128, 2.24, 2.37E-07, 1.57E-07, 5.7199, 0.8215, pflx_plaw, 0.913
GRB110106893, 11.648, 35.521, 4.11E-06, 1.96E-06, 3.2433, 0.8208, pflx_plaw, 0.964
GRB150110923, 1.152, 2.56, 5.81E-07, 3.17E-07, 2.8441, 0.8189, pflx_plaw, 1.002
GRB121210081, 7.164, 12.8, 2.02E-06, 1.06E-06, 3.0936, 0.8182, pflx_plaw, 0.989
GRB120922939, 95.234, 182.275, 8.21E-06, 3.92E-06, 4.2904, 0.8158, pflx_plaw, 1.066
GRB100530737, 2.048, 3.328, 4.82E-07, 2.72E-07, 2.6779, 0.8141, pflx_plaw, 0.976
GRB110916016, 0.704, 1.792, 4.23E-07, 2.17E-07, 2.7858, 0.8124, pflx_plaw, 0.877
GRB141005535, 7.168, 11.264, 7.18E-07, 4.02E-07, 4.2514, 0.8121, pflx_plaw, 0.984
GRB140829880, 46.848, 77.568, 5.39E-06, 3.15E-06, 4.132, 0.8094, pflx_plaw, 0.979
GRB150603105, 26.88, 67.328, 2.10E-06, 9.81E-07, 4.1588, 0.8084, pflx_plaw, 1.025
GRB141114687, 11.52, 44.8, 3.59E-06, 1.74E-06, 4.9318, 0.8084, pflx_plaw, 1.012
GRB150527662, 18.944, 63.233, 5.04E-06, 2.90E-06, 3.1698, 0.8063, pflx_plaw, 1.085
GRB101128322, 2.816, 8.192, 8.36E-07, 4.89E-07, 2.8592, 0.806, pflx_plaw, 0.914
GRB120218276, 191.235, 256.26, 1.14E-05, 6.31E-06, 3.0899, 0.8047, pflx_plaw, 1.039
GRB090924625, 0.096, 0.352, 5.55E-07, 1.71E-07, 5.1678, 0.8039, pflx_comp, 1.071
GRB110522296, 6.656, 27.136, 1.06E-06, 6.36E-07, 2.038, 0.8039, pflx_plaw, 1.059
GRB090422150, 8.448, 9.216, 4.59E-07, 2.67E-07, 3.7374, 0.8034, pflx_plaw, 0.973
GRB120728934, 13.568, 32.768, 3.74E-06, 1.92E-06, 4.9424, 0.8034, pflx_plaw, 0.929
