Helység megnevezése,KSH kódja,jogállása,Megye megnevezése,Járás kódja,Járás neve,Járás székhelye,Közös önkormányzati hivatal kódja,Közös önkormányzati hivatal székhelye,Terület  (hektár),Lakó-népesség,Lakások száma
Békéscsaba,15200,"megyeszékhely, megyei jogú város",Békés,461.0,Békéscsabai,Békéscsaba,1,–,19393,60126,29322
Békéssámson,26189,község,Békés,500.0,Orosházi,Orosháza,1,–,7121,2330,1108
Békésszentandrás,2680,nagyközség,Békés,520.0,Szarvasi,Szarvas,1,–,7745,3557,1939
Bekölce,4400,község,Heves,1030.0,Bélapátfalvai,Bélapátfalva,5,Balaton,1377,591,338
Bélapátfalva,33260,város,Heves,1031.0,Bélapátfalvai,Bélapátfalva,2,Helyben – Locally,3663,2979,1119
Bélavár,6910,község,Somogy,1400.0,Barcsi,Barcs,5,Bolhó,2278,324,221
Belecska,28662,község,Tolna,1740.0,Tamási,Tamási,6,Tolnanémedi,1441,349,136
Beled,10588,város,Győr-Moson-Sopron,880.0,Kapuvári,Kapuvár,2,Helyben – Locally,2647,2632,1095
Beleg,17127,község,Somogy,1450.0,Nagyatádi,Nagyatád,5,Segesd,1799,599,225
Belezna,9168,község,Zala,1960.0,Nagykanizsai,Nagykanizsa,5,Surd,3093,737,287
Bélmegyer,19390,község,Békés,450.0,Békési,Békés,5,Kamut,6305,951,530
Beloiannisz,8466,község,Fejér,780.0,Dunaújvárosi,Dunaújváros,6,Adony,454,1013,432
Belsősárd,20950,község,Zala,1940.0,Lenti,Lenti,6,Rédics,979,91,43
Belvárdgyula,19008,község,Baranya,240.0,Bólyi,Bóly,5,Szederkény,1723,389,167
Benk,25441,község,Szabolcs-Szatmár-Bereg,1600.0,Záhonyi,Záhony,6,Eperjeske,850,430,175
Bénye,25098,község,Pest,1300.0,Monori,Monor,6,Vasad,1652,1226,511
Bér,32911,község,Nógrád,1180.0,Pásztói,Pásztó,6,Vanyarc,2549,332,196
Bérbaltavár,32124,község,Vas,1820.0,Vasvári,Vasvár,6,Oszkó,2567,533,289
Bercel,2389,község,Nógrád,1160.0,Balassagyarmati,Balassagyarmat,2,Helyben – Locally,3590,1887,746
Beregdaróc,28246,község,Szabolcs-Szatmár-Bereg,1590.0,Vásárosnaményi,Vásárosnamény,6,Tarpa,2382,978,345
Beregsurány,20677,község,Szabolcs-Szatmár-Bereg,1590.0,Vásárosnaményi,Vásárosnamény,6,Tarpa,1601,983,230
Berekböszörmény,18467,község,Hajdú-Bihar,940.0,Berettyóújfalui,Berettyóújfalu,2,Helyben – Locally,4284,1907,762
Berekfürdő,34005,község,Jász-Nagykun-Szolnok,1630.0,Karcagi,Karcag,5,Kunmadaras,1857,1014,521
Beremend,31927,nagyközség,Baranya,310.0,Siklósi,Siklós,2,Helyben – Locally,4826,2399,1012
Berente,34290,község,Borsod-Abaúj-Zemplén,580.0,Kazincbarcikai,Kazincbarcika,2,Helyben – Locally,922,1212,399
Beret,29674,község,Borsod-Abaúj-Zemplén,560.0,Encsi,Encs,6,Szalaszend,677,277,91
Berettyóújfalu,12788,város,Hajdú-Bihar,941.0,Berettyóújfalui,Berettyóújfalu,1,–,17101,14816,6469
Berhida,33127,város,Veszprém,1900.0,Várpalotai,Várpalota,2,Helyben – Locally,4272,5785,2040
Berkenye,9034,község,Nógrád,1190.0,Rétsági,Rétság,2,Helyben – Locally,1346,613,275
Berkesd,16461,község,Baranya,280.0,Pécsi,Pécs,5,Bogád,1904,843,295
Berkesz,7472,község,Szabolcs-Szatmár-Bereg,1520.0,Kemecsei,Kemecse,6,Nyírtét,1318,854,304
Bernecebaráti,18777,község,Pest,1370.0,Szobi,Szob,6,Kemence,3769,880,454
Berzék,26356,község,Borsod-Abaúj-Zemplén,610.0,Miskolci,Miskolc,5,Sajóhídvég,1059,1113,348
Berzence,30119,nagyközség,Somogy,1410.0,Csurgói,Csurgó,1,–,5376,2549,965
Besence,30049,község,Baranya,300.0,Sellyei,Sellye,6,Csányoszró,958,101,44
Besenyőd,13639,község,Szabolcs-Szatmár-Bereg,1480.0,Baktalórántházai,Baktalórántháza,6,Levelek,945,763,254
Besenyőtelek,27517,község,Heves,1050.0,Füzesabonyi,Füzesabony,1,–,4910,2577,1086
Besenyszög,11305,város,Jász-Nagykun-Szolnok,1670.0,Szolnoki,Szolnok,2,Helyben – Locally,13808,3240,1423
Besnyő,16346,község,Fejér,780.0,Dunaújvárosi,Dunaújváros,5,Iváncsa,4464,1693,688
Beszterec,21227,község,Szabolcs-Szatmár-Bereg,1520.0,Kemecsei,Kemecse,6,Kék,1159,1042,371
Bezedek,14119,község,Baranya,270.0,Mohácsi,Mohács,6,Nagynyárád,1136,207,104
Bezenye,29805,község,Győr-Moson-Sopron,890.0,Mosonmagyaróvári,Mosonmagyaróvár,5,Hegyeshalom,3003,1331,570
Bezeréd,12830,község,Zala,1970.0,Zalaegerszegi,Zalaegerszeg,6,Nagykapornak,1214,120,149
Bezi,10560,község,Győr-Moson-Sopron,870.0,Győri,Győr,5,Enese,1121,523,205
Biatorbágy,8891,város,Pest,1230.0,Budakeszi,Budakeszi,1,–,4412,12932,4822
Bicsérd,13310,község,Baranya,320.0,Szentlőrinci,Szentlőrinc,2,Helyben – Locally,1975,1001,367
Bicske,10481,város,Fejér,771.0,Bicskei,Bicske,1,–,7708,11984,4125
Bihardancsháza,25256,község,Hajdú-Bihar,1020.0,Püspökladányi,Püspökladány,6,Nagyrábé,831,186,101
Biharkeresztes,19956,város,Hajdú-Bihar,940.0,Berettyóújfalui,Berettyóújfalu,2,Helyben – Locally,4926,4147,1642
Biharnagybajom,24828,község,Hajdú-Bihar,1020.0,Püspökladányi,Püspökladány,1,–,6135,2743,1108
Bihartorda,29887,község,Hajdú-Bihar,1020.0,Püspökladányi,Püspökladány,2,Helyben – Locally,2238,937,406
Biharugra,29610,község,Békés,510.0,Sarkadi,Sarkad,5,Okány,5284,936,557
Bikács,11970,község,Tolna,1720.0,Paksi,Paks,6,Nagydorog,3467,454,206
Bikal,4899,község,Baranya,260.0,Komlói,Komló,5,Egyházaskozár,1703,705,328
Biri,2945,község,Szabolcs-Szatmár-Bereg,1550.0,Nagykállói,Nagykálló,6,Geszteréd,2259,1417,511
Birján,5139,község,Baranya,280.0,Pécsi,Pécs,6,Pécsudvard,907,506,205
Bisse,24925,község,Baranya,310.0,Siklósi,Siklós,6,Diósviszló,1380,208,112
Boba,29203,község,Vas,1760.0,Celldömölki,Celldömölk,6,Jánosháza,1095,823,326
Bocfölde,17543,község,Zala,1970.0,Zalaegerszegi,Zalaegerszeg,5,Bak,873,1115,421
Boconád,22354,község,Heves,1080.0,Hevesi,Heves,6,Tarnaméra,2956,1278,639
Bócsa,8305,község,Bács-Kiskun,390.0,Kiskőrösi,Kiskőrös,2,Helyben – Locally,9704,1823,877
Bocska,31291,község,Zala,1960.0,Nagykanizsai,Nagykanizsa,5,Hahót,738,310,135
Bocskaikert,34102,község,Hajdú-Bihar,980.0,Hajdúhadházi,Hajdúhadház,1,–,1089,3170,1284
Boda,20899,község,Baranya,320.0,Szentlőrinci,Szentlőrinc,6,Bicsérd,1542,415,173
Bodajk,18254,város,Fejér,820.0,Móri,Mór,1,–,2898,4015,1543
Bodmér,11624,község,Fejér,770.0,Bicskei,Bicske,6,Csákvár,717,235,109
Bodolyabér,33002,község,Baranya,260.0,Komlói,Komló,6,Magyarszék,909,197,121
Bodonhely,6220,község,Győr-Moson-Sopron,860.0,Csornai,Csorna,6,Bágyogszovát,1110,301,163
Bodony,14933,község,Heves,1090.0,Pétervásárai,Pétervására,5,Parád,2896,731,447
Bodorfa,4321,község,Veszprém,1880.0,Sümegi,Sümeg,6,Sümeg,222,93,55
Bodrog,10506,község,Somogy,1430.0,Kaposvári,Kaposvár,6,Hetes,1478,426,185
Bodroghalom,23737,község,Borsod-Abaúj-Zemplén,540.0,Cigándi,Cigánd,6,Pácin,2686,1354,526
Bodrogkeresztúr,30784,község,Borsod-Abaúj-Zemplén,690.0,Tokaji,Tokaj,2,Helyben – Locally,2988,1099,545
Bodrogkisfalud,33808,község,Borsod-Abaúj-Zemplén,690.0,Tokaji,Tokaj,2,Helyben – Locally,1467,845,430
Bodrogolaszi,14401,község,Borsod-Abaúj-Zemplén,640.0,Sárospataki,Sárospatak,2,Helyben – Locally,2061,901,387
Bódvalenke,27429,község,Borsod-Abaúj-Zemplén,550.0,Edelényi,Edelény,6,Bódvaszilas,663,220,60
Bódvarákó,33303,község,Borsod-Abaúj-Zemplén,550.0,Edelényi,Edelény,6,Perkupa,922,73,79
Bódvaszilas,5926,község,Borsod-Abaúj-Zemplén,550.0,Edelényi,Edelény,2,Helyben – Locally,1922,1051,470
Bogács,25195,község,Borsod-Abaúj-Zemplén,600.0,Mezőkövesdi,Mezőkövesd,1,–,2469,1928,969
Bogád,32151,község,Baranya,280.0,Pécsi,Pécs,2,Helyben – Locally,784,989,393
Bogádmindszent,21892,község,Baranya,300.0,Sellyei,Sellye,6,Baksa,1158,406,138
Bogdása,10694,község,Baranya,300.0,Sellyei,Sellye,6,Sellye,2099,248,123
Bogyiszló,3425,község,Tolna,1750.0,Tolnai,Tolna,2,Helyben – Locally,5593,2134,914
Bogyoszló,4367,község,Győr-Moson-Sopron,860.0,Csornai,Csorna,6,Szilsárkány,2621,609,312
Bojt,14137,község,Hajdú-Bihar,940.0,Berettyóújfalui,Berettyóújfalu,6,Biharkeresztes,2688,548,206
Bókaháza,19929,község,Zala,1930.0,Keszthelyi,Keszthely,6,Zalaapáti,670,253,142
Bokod,7311,község,Komárom-Esztergom,1130.0,Oroszlányi,Oroszlány,2,Helyben – Locally,2993,2034,807
Bokor,3841,község,Nógrád,1180.0,Pásztói,Pásztó,6,Mátraszőlős,675,114,68
Boldog,3452,község,Heves,1070.0,Hatvani,Hatvan,1,–,2674,2926,1170
Boldogasszonyfa,13116,község,Baranya,330.0,Szigetvári,Szigetvár,6,Szentlászló,1722,383,212
Boldogkőújfalu,18944,község,Borsod-Abaúj-Zemplén,570.0,Gönci,Gönc,6,Boldogkőváralja,1098,581,207
Boldogkőváralja,14474,község,Borsod-Abaúj-Zemplén,570.0,Gönci,Gönc,2,Helyben – Locally,2200,1111,419
Boldva,8396,község,Borsod-Abaúj-Zemplén,550.0,Edelényi,Edelény,2,Helyben – Locally,2834,2340,791
Bolhás,13994,község,Somogy,1450.0,Nagyatádi,Nagyatád,6,Somogyszob,3143,418,184
Bolhó,18120,község,Somogy,1400.0,Barcsi,Barcs,2,Helyben – Locally,2507,758,392
Bóly,33154,város,Baranya,241.0,Bólyi,Bóly,2,Helyben – Locally,2538,3874,1505
Boncodfölde,10782,község,Zala,1970.0,Zalaegerszegi,Zalaegerszeg,6,Teskánd,590,326,132
Bonyhád,6497,város,Tolna,1701.0,Bonyhádi,Bonyhád,2,Helyben – Locally,7214,13322,5574
Bonyhádvarasd,14818,község,Tolna,1700.0,Bonyhádi,Bonyhád,6,Bonyhád,1045,407,159
Bonnya,22673,község,Somogy,1470.0,Tabi,Tab,6,Törökkoppány,1462,237,141
Bordány,8192,nagyközség,Csongrád,740.0,Mórahalmi,Mórahalom,1,–,3648,3283,1490
Borgáta,3090,község,Vas,1760.0,Celldömölki,Celldömölk,6,Jánosháza,621,171,105
Borjád,6725,község,Baranya,240.0,Bólyi,Bóly,6,Bóly,1559,400,153
Borota,19327,község,Bács-Kiskun,360.0,Jánoshalmai,Jánoshalma,2,Helyben – Locally,8180,1345,766
Borsfa,10056,község,Zala,1950.0,Letenyei,Letenye,6,Becsehely,1183,708,292
Borsodbóta,30669,község,Borsod-Abaúj-Zemplén,620.0,Ózdi,Ózd,2,Helyben – Locally,813,883,344
Borsodgeszt,16124,község,Borsod-Abaúj-Zemplén,600.0,Mezőkövesdi,Mezőkövesd,6,Bükkábrány,1506,264,175
Borsodivánka,6707,község,Borsod-Abaúj-Zemplén,600.0,Mezőkövesdi,Mezőkövesd,6,Mezőkövesd,1589,719,250
Borsodnádasd,5315,város,Borsod-Abaúj-Zemplén,620.0,Ózdi,Ózd,1,–,2807,3185,1348
Borsodszentgyörgy,30207,község,Borsod-Abaúj-Zemplén,620.0,Ózdi,Ózd,6,Járdánháza,2152,1195,484
Borsodszirák,16799,község,Borsod-Abaúj-Zemplén,550.0,Edelényi,Edelény,2,Helyben – Locally,1101,1149,386
Borsosberény,9894,község,Nógrád,1190.0,Rétsági,Rétság,2,Helyben – Locally,2026,941,386
Borszörcsök,4765,község,Veszprém,1860.0,Devecseri,Devecser,6,Somlóvásárhely,1180,357,159
Borzavár,30252,község,Veszprém,1920.0,Zirci,Zirc,6,Zirc,1300,703,333
Bosta,14368,község,Baranya,280.0,Pécsi,Pécs,5,Szalánta,595,140,52
Botpalád,22239,község,Szabolcs-Szatmár-Bereg,1500.0,Fehérgyarmati,Fehérgyarmat,6,Tiszabecs,1650,818,236
Botykapeterd,13365,község,Baranya,330.0,Szigetvári,Szigetvár,6,Nagypeterd,1743,339,130
Bozzai,6390,község,Vas,1810.0,Szombathelyi,Szombathely,6,Vép,443,323,120
Bozsok,5023,község,Vas,1780.0,Kőszegi,Kőszeg,6,Kőszeg,2091,355,150
Bózsva,31006,község,Borsod-Abaúj-Zemplén,650.0,Sátoraljaújhelyi,Sátoraljaújhely,6,Pálháza,1639,164,116
Bő,5476,község,Vas,1790.0,Sárvári,Sárvár,2,Helyben – Locally,1065,715,317
Bőcs,5306,község,Borsod-Abaúj-Zemplén,610.0,Miskolci,Miskolc,1,–,2432,2661,949
Böde,22877,község,Zala,1970.0,Zalaegerszegi,Zalaegerszeg,6,Zalaszentgyörgy,917,287,122
Bödeháza,4163,község,Zala,1940.0,Lenti,Lenti,6,Rédics,667,40,57
Bögöt,11651,község,Vas,1790.0,Sárvári,Sárvár,6,Sárvár,499,380,165
Bögöte,7296,község,Vas,1790.0,Sárvári,Sárvár,6,Nyőgér,2074,275,162
Böhönye,26532,község,Somogy,1440.0,Marcali,Marcali,2,Helyben – Locally,6417,2254,949
Bököny,11299,község,Szabolcs-Szatmár-Bereg,1550.0,Nagykállói,Nagykálló,2,Helyben – Locally,3547,3098,1203
Bölcske,6558,község,Tolna,1720.0,Paksi,Paks,2,Helyben – Locally,5878,2754,1265
Bőny,33950,község,Győr-Moson-Sopron,870.0,Győri,Győr,1,–,5042,2116,792
Börcs,6619,község,Győr-Moson-Sopron,870.0,Győri,Győr,5,Abda,1276,1295,452
Börzönce,21139,község,Zala,1960.0,Nagykanizsai,Nagykanizsa,5,Hahót,560,48,35
Bősárkány,15501,nagyközség,Győr-Moson-Sopron,860.0,Csornai,Csorna,2,Helyben – Locally,2332,2080,800
Bőszénfa,26277,község,Somogy,1430.0,Kaposvári,Kaposvár,6,Simonfa,4295,516,192
Bucsa,13471,község,Békés,530.0,Szeghalmi,Szeghalom,2,Helyben – Locally,5582,2170,975
Bucsu,32984,község,Vas,1810.0,Szombathelyi,Szombathely,6,Sé,1654,565,212
Búcsúszentlászló,20613,község,Zala,1970.0,Zalaegerszegi,Zalaegerszeg,6,Zalaszentmihály,154,778,293
Bucsuta,7986,község,Zala,1950.0,Letenyei,Letenye,6,Bánokszentgyörgy,1619,209,109
Budajenő,3407,község,Pest,1230.0,Budakeszi,Budakeszi,2,Helyben – Locally,1242,1881,620
Budakalász,23463,város,Pest,1350.0,Szentendrei,Szentendre,1,–,1517,10673,3955
Budakeszi,12052,város,Pest,1231.0,Budakeszi,Budakeszi,1,–,3710,13939,5608
Budaörs,23278,város,Pest,1230.0,Budakeszi,Budakeszi,1,–,2359,28394,10933
Budapest,13578,főváros,Pest,,,,1,–,52513,1759407,911502
Budapest 01. ker.,9566,fővárosi kerület,főváros,11.0,Budapest 01. ker.,Budapest 01. ker.,1,–,341,25196,17001
Budapest 02. ker.,3179,fővárosi kerület,főváros,21.0,Budapest 02. ker.,Budapest 02. ker.,1,–,3634,89903,48982
Budapest 03. ker.,18069,fővárosi kerület,főváros,31.0,Budapest 03. ker.,Budapest 03. ker.,1,–,3970,130415,63051
Budapest 04. ker.,5467,fővárosi kerület,főváros,41.0,Budapest 04. ker.,Budapest 04. ker.,1,–,1882,101558,47167
Budapest 05. ker.,13392,fővárosi kerület,főváros,51.0,Budapest 05. ker.,Budapest 05. ker.,1,–,259,26284,19737
Budapest 06. ker.,16586,fővárosi kerület,főváros,61.0,Budapest 06. ker.,Budapest 06. ker.,1,–,238,38504,27905
Budapest 07. ker.,29744,fővárosi kerület,főváros,71.0,Budapest 07. ker.,Budapest 07. ker.,1,–,209,53381,36862
Budapest 08. ker.,25405,fővárosi kerület,főváros,81.0,Budapest 08. ker.,Budapest 08. ker.,1,–,685,76811,44753
Budapest 09. ker.,29586,fővárosi kerület,főváros,91.0,Budapest 09. ker.,Budapest 09. ker.,1,–,1253,59056,40000
Budapest 10. ker.,10700,fővárosi kerület,főváros,101.0,Budapest 10. ker.,Budapest 10. ker.,1,–,3249,78414,38749
Budapest 11. ker.,14216,fővárosi kerület,főváros,111.0,Budapest 11. ker.,Budapest 11. ker.,1,–,3349,151812,78711
Budapest 12. ker.,24697,fővárosi kerület,főváros,121.0,Budapest 12. ker.,Budapest 12. ker.,1,–,2667,58171,33531
Budapest 13. ker.,24299,fővárosi kerület,főváros,131.0,Budapest 13. ker.,Budapest 13. ker.,1,–,1343,120256,73873
Budapest 14. ker.,16337,fővárosi kerület,főváros,141.0,Budapest 14. ker.,Budapest 14. ker.,1,–,1813,124841,72660
Budapest 15. ker.,11314,fővárosi kerület,főváros,151.0,Budapest 15. ker.,Budapest 15. ker.,1,–,2694,80573,37266
Budapest 16. ker.,8208,fővárosi kerület,főváros,161.0,Budapest 16. ker.,Budapest 16. ker.,1,–,3351,73486,30990
Budapest 17. ker.,2112,fővárosi kerület,főváros,171.0,Budapest 17. ker.,Budapest 17. ker.,1,–,5482,87793,33302
Budapest 18. ker.,29285,fővárosi kerület,főváros,181.0,Budapest 18. ker.,Budapest 18. ker.,1,–,3860,101738,43874
Budapest 19. ker.,4011,fővárosi kerület,főváros,191.0,Budapest 19. ker.,Budapest 19. ker.,1,–,938,60731,27302
Budapest 20. ker.,6026,fővárosi kerület,főváros,201.0,Budapest 20. ker.,Budapest 20. ker.,1,–,1219,65321,31012
Budapest 21. ker.,13189,fővárosi kerület,főváros,211.0,Budapest 21. ker.,Budapest 21. ker.,1,–,2575,76911,33297
Budapest 22. ker.,10214,fővárosi kerület,főváros,221.0,Budapest 22. ker.,Budapest 22. ker.,1,–,3425,54611,22776
Budapest 23. ker.,34139,fővárosi kerület,főváros,231.0,Budapest 23. ker.,Budapest 23. ker.,1,–,4077,23641,8701
Bugac,32823,nagyközség,Bács-Kiskun,400.0,Kiskunfélegyházi,Kiskunfélegyháza,2,Helyben – Locally,13111,2684,1404
Bugacpusztaháza,33631,község,Bács-Kiskun,400.0,Kiskunfélegyházi,Kiskunfélegyháza,6,Bugac,4300,253,141
Bugyi,32027,nagyközség,Pest,1250.0,Dabasi,Dabas,1,–,11555,5111,2071
Buj,19707,község,Szabolcs-Szatmár-Bereg,1510.0,Ibrányi,Ibrány,1,–,3276,2244,964
Buják,14234,község,Nógrád,1180.0,Pásztói,Pásztó,1,–,5304,2170,907
Buzsák,17358,község,Somogy,1420.0,Fonyódi,Fonyód,2,Helyben – Locally,5968,1344,653
Bük,2431,város,Vas,1780.0,Kőszegi,Kőszeg,2,Helyben – Locally,2086,3579,1446
Bükkábrány,13596,község,Borsod-Abaúj-Zemplén,600.0,Mezőkövesdi,Mezőkövesd,2,Helyben – Locally,1802,1685,692
Bükkaranyos,27890,község,Borsod-Abaúj-Zemplén,610.0,Miskolci,Miskolc,5,Kisgyőr,2620,1499,540
Bükkmogyorósd,19406,község,Borsod-Abaúj-Zemplén,620.0,Ózdi,Ózd,6,Nekézseny,990,126,102
Bükkösd,23162,község,Baranya,320.0,Szentlőrinci,Szentlőrinc,5,Bicsérd,3015,1092,440
Bükkszék,2963,község,Heves,1090.0,Pétervásárai,Pétervására,5,Sirok,1530,710,420
Bükkszenterzsébet,10621,község,Heves,1090.0,Pétervásárai,Pétervására,5,Istenmezeje,2486,1050,470
Bükkszentkereszt,8022,község,Borsod-Abaúj-Zemplén,610.0,Miskolci,Miskolc,2,Helyben – Locally,2697,1179,517
Bükkszentmárton,22099,község,Heves,1030.0,Bélapátfalvai,Bélapátfalva,6,Bélapátfalva,826,278,128
Bükkzsérc,32887,község,Borsod-Abaúj-Zemplén,600.0,Mezőkövesdi,Mezőkövesd,6,Cserépfalu,3725,937,514
Bürüs,7533,község,Baranya,330.0,Szigetvári,Szigetvár,6,Kétújfalu,1630,71,39
Büssü,8703,község,Somogy,1430.0,Kaposvári,Kaposvár,6,Gölle,1719,390,153
Büttös,23977,község,Borsod-Abaúj-Zemplén,560.0,Encsi,Encs,6,Krasznokvajda,1818,161,100
Cák,8271,község,Vas,1780.0,Kőszegi,Kőszeg,6,Lukácsháza,648,254,122
Cakóháza,27085,község,Győr-Moson-Sopron,860.0,Csornai,Csorna,6,Kóny,288,61,29
Cece,13152,nagyközség,Fejér,840.0,Sárbogárdi,Sárbogárd,2,Helyben – Locally,5885,2570,1122
Cégénydányád,9681,község,Szabolcs-Szatmár-Bereg,1500.0,Fehérgyarmati,Fehérgyarmat,2,Helyben – Locally,1219,628,281
Cegléd,11341,város,Pest,1241.0,Ceglédi,Cegléd,2,Helyben – Locally,24487,35616,15626
Ceglédbercel,20640,község,Pest,1240.0,Ceglédi,Cegléd,1,–,2815,4235,1698
Celldömölk,27094,város,Vas,1761.0,Celldömölki,Celldömölk,2,Helyben – Locally,5239,10827,4774
Cered,3665,község,Nógrád,1200.0,Salgótarjáni,Salgótarján,5,Somoskőújfalu,3858,1093,553
Chernelházadamonya,9876,község,Vas,1790.0,Sárvári,Sárvár,6,Bő,785,192,103
Cibakháza,22938,nagyközség,Jász-Nagykun-Szolnok,1650.0,Kunszentmártoni,Kunszentmárton,2,Helyben – Locally,3821,4023,1949
Cigánd,3939,város,Borsod-Abaúj-Zemplén,541.0,Cigándi,Cigánd,1,–,5676,3058,1116
Cikó,19284,község,Tolna,1700.0,Bonyhádi,Bonyhád,6,Bátaapáti,1986,870,343
Cirák,15954,község,Győr-Moson-Sopron,880.0,Kapuvári,Kapuvár,5,Mihályi,1176,569,269
Cún,11086,község,Baranya,310.0,Siklósi,Siklós,6,Kovácshida,1843,231,98
Csabacsűd,31334,nagyközség,Békés,520.0,Szarvasi,Szarvas,2,Helyben – Locally,6685,1736,834
Csabaszabadi,34078,község,Békés,460.0,Békéscsabai,Békéscsaba,5,Újkígyós,3271,274,168
Csabdi,30544,község,Fejér,770.0,Bicskei,Bicske,6,Felcsút,1702,1204,455
Csabrendek,30924,nagyközség,Veszprém,1880.0,Sümegi,Sümeg,2,Helyben – Locally,4494,3046,1092
Csáfordjánosfa,10047,község,Győr-Moson-Sopron,910.0,Soproni,Sopron,6,Iván,528,209,102
Csaholc,12928,község,Szabolcs-Szatmár-Bereg,1500.0,Fehérgyarmati,Fehérgyarmat,2,Helyben – Locally,1935,572,178
Csajág,16072,község,Veszprém,1840.0,Balatonalmádi,Balatonalmádi,6,Balatonfőkajár,2229,845,340
Csákány,3799,község,Somogy,1440.0,Marcali,Marcali,5,Somogyzsitfa,1609,234,179
Csákánydoroszló,3911,község,Vas,1770.0,Körmendi,Körmend,6,Körmend,2661,1749,598
Csákberény,5360,község,Fejér,820.0,Móri,Mór,6,Csókakő,4137,1149,525
Csákvár,20002,város,Fejér,770.0,Bicskei,Bicske,2,Helyben – Locally,11876,5253,2000
Csanádalberti,2121,község,Csongrád,730.0,Makói,Makó,2,Helyben – Locally,1532,419,242
Csanádapáca,20455,község,Békés,500.0,Orosházi,Orosháza,2,Helyben – Locally,5130,2473,1349
Csanádpalota,5379,város,Csongrád,730.0,Makói,Makó,2,Helyben – Locally,7792,2801,1572
Csánig,26772,község,Vas,1790.0,Sárvári,Sárvár,6,Répcelak,819,341,179
Csány,16841,község,Heves,1070.0,Hatvani,Hatvan,1,–,4789,2065,979
Csányoszró,19901,község,Baranya,300.0,Sellyei,Sellye,2,Helyben – Locally,2856,642,265
Csanytelek,22293,község,Csongrád,700.0,Csongrádi,Csongrád,1,–,3471,2552,1330
Csapi,6132,község,Zala,1960.0,Nagykanizsai,Nagykanizsa,6,Nagyrécse,1011,172,85
Csapod,8563,község,Győr-Moson-Sopron,910.0,Soproni,Sopron,5,Petőháza,2918,592,281
Csárdaszállás,25502,község,Békés,470.0,Gyomaendrődi,Gyomaendrőd,6,Gyomaendrőd,5416,381,226
Csarnóta,30614,község,Baranya,310.0,Siklósi,Siklós,6,Nagyharsány,533,156,56
Csaroda,29416,község,Szabolcs-Szatmár-Bereg,1590.0,Vásárosnaményi,Vásárosnamény,2,Helyben – Locally,2468,587,245
Császár,16416,község,Komárom-Esztergom,1110.0,Kisbéri,Kisbér,2,Helyben – Locally,6781,1901,734
Császártöltés,10472,község,Bács-Kiskun,390.0,Kiskőrösi,Kiskőrös,1,–,8206,2267,1068
Császló,9715,község,Szabolcs-Szatmár-Bereg,1500.0,Fehérgyarmati,Fehérgyarmat,6,Rozsály,1018,354,152
Csátalja,26471,község,Bács-Kiskun,350.0,Bajai,Baja,5,Nagybaracska,3905,1438,662
Csatár,23436,község,Zala,1970.0,Zalaegerszegi,Zalaegerszeg,6,Egervár,779,543,211
Csataszög,34175,község,Jász-Nagykun-Szolnok,1670.0,Szolnoki,Szolnok,5,Nagykörű,1121,301,132
Csatka,33109,község,Komárom-Esztergom,1110.0,Kisbéri,Kisbér,6,Bakonyszombathely,1777,221,169
Csávoly,16373,község,Bács-Kiskun,350.0,Bajai,Baja,6,Felsőszentiván,4742,1810,819
Csebény,21591,község,Baranya,330.0,Szigetvári,Szigetvár,6,Szentlászló,376,99,43
